frame,particle,x,y,z,mass
2,4,-0.349424,1.84935,-0.0639362,1.0
2,5,0.491677,3.04347,0.0404492,1.0
2,6,-2.04969,-2.4435,0.169917,1.0
2,7,-0.647808,0.676904,0.0390791,1.0
2,8,0.800011,1.80221,0.0715195,1.0
2,9,1.846,1.0779,-0.0730697,1.0
2,12,-1.19312,3.38649,0.0968425,1.0
2,13,1.85452,-1.12995,-0.0300987,1.0
2,14,-0.84011,-2.49669,-0.060652,1.0
2,16,0.185652,-0.681506,-0.0482713,1.0
2,18,-2.27434,-0.589375,-0.0268268,1.0
2,19,0.624007,-1.80588,-0.187522,1.0
2,36,1.33602,0.142081,-0.000396604,1.0
3,1,-1.75549,0.703579,0.081104,1.0
3,2,-0.875749,-1.08815,-0.0273273,1.0
3,3,-2.19568,2.00684,-0.0109597,1.0
3,4,-0.34678,1.8463,0.000375976,1.0
3,5,0.461929,3.0687,-0.0900517,1.0
3,6,-2.08572,-2.42872,-0.0563932,1.0
3,7,-0.690785,0.647205,0.0859625,1.0
3,8,0.850542,1.76042,0.0640167,1.0
3,9,1.85265,1.08953,0.0400961,1.0
3,12,-1.15538,3.30668,0.0483278,1.0
3,13,1.80164,-1.11939,-0.0518411,1.0
3,14,-0.780162,-2.4861,0.0443567,1.0
3,16,0.104093,-0.689094,0.00184928,1.0
3,18,-2.31299,-0.60003,-0.0400474,1.0
3,19,0.573126,-1.79403,0.0167507,1.0
3,36,1.31212,0.125637,-0.000143626,1.0
4,1,-1.78275,0.661653,-0.0912876,1.0
4,2,-0.907817,-1.05233,0.0518681,1.0
4,3,-2.18286,2.04251,-0.00270241,1.0
4,4,-0.356918,1.84391,0.0634528,1.0
4,5,0.426802,3.0932,-0.0215834,1.0
4,6,-2.11858,-2.4094,0.118994,1.0
4,7,-0.719635,0.609607,-0.0664532,1.0
4,8,0.898613,1.71822,0.0550978,1.0
4,9,1.86715,1.10489,-0.0478563,1.0
4,12,-1.11156,3.21841,0.000677714,1.0
4,13,1.74788,-1.11059,-0.072914,1.0
4,14,-0.711167,-2.47419,-0.0477869,1.0
4,16,0.0265556,-0.682617,0.0529864,1.0
4,18,-2.34569,-0.614739,-0.0532884,1.0
4,19,0.520776,-1.78973,0.0239564,1.0
4,36,1.27429,0.102135,0.000894063,1.0
5,1,-1.81373,0.617525,-0.06277,1.0
5,2,-0.946705,-1.01577,-0.0706957,1.0
5,3,-2.16217,2.07854,0.00577435,1.0
5,4,-0.377003,1.8432,-0.073951,1.0
5,5,0.388866,3.11432,0.0474527,1.0
5,6,-2.14663,-2.38383,0.0940408,1.0
5,7,-0.734576,0.564713,-0.0183043,1.0
5,8,0.942682,1.67833,0.0466278,1.0
5,9,1.89139,1.12056,0.0641764,1.0
5,12,-1.06273,3.1251,-0.046254,1.0
5,13,1.69269,-1.10333,-0.0920855,1.0
5,14,-0.638894,-2.46082,0.0608978,1.0
5,16,-0.042765,-0.663114,0.103629,1.0
5,18,-2.37299,-0.634682,-0.0659366,1.0
5,19,0.469494,-1.79252,-0.168858,1.0
5,36,1.22385,0.0782645,0.00340171,1.0
6,1,-1.84532,0.575676,-0.0363796,1.0
6,2,-0.99251,-0.98086,0.00567698,1.0
6,3,-2.13359,2.11002,0.0179153,1.0
6,4,-0.401222,1.8419,-0.0120995,1.0
6,5,0.352131,3.12741,-0.0852128,1.0
6,6,-2.16775,-2.353,0.0668804,1.0
6,7,-0.733319,0.515808,0.0309006,1.0
6,8,0.974989,1.63833,0.0393551,1.0
6,9,1.92583,1.14047,-0.0231604,1.0
6,12,-1.01217,3.03008,-0.0918016,1.0
6,13,1.63729,-1.0978,0.0879098,1.0
6,14,-0.568096,-2.44942,-0.0309217,1.0
6,16,-0.106851,-0.631987,-0.0448838,1.0
6,18,-2.39836,-0.65811,-0.07687,1.0
6,19,0.424054,-1.79899,0.0402603,1.0
6,36,1.16144,0.0569386,0.00724839,1.0
7,1,-1.8757,0.537151,-0.0145186,1.0
7,2,-1.04238,-0.950554,0.0825253,1.0
7,3,-2.09829,2.13756,0.0298433,1.0
7,4,-0.425463,1.8352,0.0501152,1.0
7,5,0.317582,3.13443,-0.0173944,1.0
7,6,-2.18158,-2.3158,0.0392588,1.0
7,7,-0.71808,0.465996,0.080257,1.0
7,8,0.9967,1.59762,0.0311085,1.0
7,9,1.96885,1.15971,-0.107927,1.0
7,12,-0.966823,2.93325,0.0623622,1.0
7,13,1.58372,-1.09847,0.070113,1.0
7,14,-0.504244,-2.44344,0.0734992,1.0
7,16,-0.16507,-0.595496,0.00393841,1.0
7,18,-2.41802,-0.686519,-0.0865159,1.0
7,19,0.3887,-1.80463,-0.148295,1.0
7,36,1.08781,0.0394693,0.00815695,1.0
8,1,-1.90937,0.503427,0.00397453,1.0
8,2,-1.09421,-0.924914,-0.041802,1.0
8,3,-2.05648,2.16043,0.0424376,1.0
8,4,-0.449124,1.82086,-0.0867988,1.0
8,5,0.2911,3.13781,0.0500751,1.0
8,6,-2.18421,-2.27262,0.0102312,1.0
8,7,-0.688606,0.423593,-0.0688074,1.0
8,8,1.00444,1.55903,0.0240675,1.0
8,9,2.01554,1.17392,0.00864158,1.0
8,12,-0.926169,2.84067,0.0159224,1.0
8,13,1.53372,-1.10427,0.0510389,1.0
8,14,-0.448533,-2.43898,-0.0205665,1.0
8,16,-0.212874,-0.559307,0.0498332,1.0
8,18,-2.4341,-0.716532,-0.0980993,1.0
8,19,0.361311,-1.81017,-0.138712,1.0
8,36,1.00735,0.0295596,0.00643862,1.0
9,1,-1.94551,0.477356,0.0237543,1.0
9,2,-1.14613,-0.908314,0.0361508,1.0
9,3,-2.01036,2.17249,0.0550395,1.0
9,4,-0.468082,1.79322,-0.0240262,1.0
9,5,0.271883,3.13803,-0.0791386,1.0
9,6,-2.17508,-2.22464,-0.0180849,1.0
9,7,-0.648283,0.389064,-0.0155829,1.0
9,8,0.996392,1.5229,0.0200469,1.0
9,9,2.06471,1.18089,-0.0743323,1.0
9,12,-0.892804,2.75645,-0.0324765,1.0
9,13,1.48811,-1.11322,0.030215,1.0
9,14,-0.404864,-2.43606,0.0872384,1.0
9,16,-0.250702,-0.528866,0.0969152,1.0
9,18,-2.44705,-0.746692,0.0895051,1.0
9,19,0.339487,-1.808,0.0721371,1.0
9,36,0.923325,0.028349,0.00342214,1.0
10,1,-1.97958,0.459133,0.0443831,1.0
10,2,-1.19874,-0.898265,-0.0868719,1.0
10,3,-1.96448,2.17455,0.0677282,1.0
10,4,-0.481055,1.7479,0.0377348,1.0
10,5,0.263371,3.13459,-0.00627645,1.0
10,6,-2.15624,-2.17272,-0.0464411,1.0
10,7,-0.599762,0.364039,0.037926,1.0
10,8,0.971545,1.48743,0.0188709,1.0
10,9,2.11942,1.17875,0.0415099,1.0
10,12,-0.8635,2.68098,-0.0840435,1.0
10,13,1.44236,-1.1257,0.00713608,1.0
10,14,-0.371642,-2.43408,-0.00456897,1.0
10,16,-0.279019,-0.503622,-0.0534593,1.0
10,18,-2.45794,-0.777547,0.0783374,1.0
10,19,0.320023,-1.7989,-0.117225,1.0
10,36,0.838626,0.0378241,0.00229951,1.0
11,1,-2.00626,0.447147,0.0650263,1.0
11,2,-1.24994,-0.894037,-0.0107968,1.0
11,3,-1.92288,2.16743,0.0796313,1.0
11,4,-0.489784,1.69128,0.0989605,1.0
11,5,0.265493,3.1294,0.0706017,1.0
11,6,-2.12873,-2.1152,0.122947,1.0
11,7,-0.550174,0.349303,0.0948231,1.0
11,8,0.932514,1.45216,0.0169615,1.0
11,9,2.17851,1.16889,-0.0426462,1.0
11,12,-0.836314,2.61194,0.0609614,1.0
11,13,1.39977,-1.13579,-0.0148065,1.0
11,14,-0.344112,-2.43276,0.104026,1.0
11,16,-0.303442,-0.484963,-0.00538613,1.0
11,18,-2.46858,-0.810454,0.0703799,1.0
11,19,0.299972,-1.78246,-0.107336,1.0
11,36,0.759236,0.0555564,0.000649098,1.0
12,1,-2.02334,0.437964,0.0871567,1.0
12,2,-1.30201,-0.897408,0.065242,1.0
12,3,-1.88488,2.15334,0.0897792,1.0
12,4,-0.493785,1.62477,-0.0375263,1.0
12,5,0.278449,3.12258,-0.0545273,1.0
12,6,-2.09057,-2.05721,0.0913539,1.0
12,7,-0.501678,0.339776,-0.0487123,1.0
12,8,0.884269,1.41849,0.0164276,1.0
12,9,2.23927,1.15432,0.0758622,1.0
12,12,-0.8084,2.54755,0.00531036,1.0
12,13,1.36299,-1.14603,-0.0372353,1.0
12,14,-0.321573,-2.43236,0.00837003,1.0
12,16,-0.322775,-0.472005,0.0429235,1.0
12,18,-2.48134,-0.843093,0.0633523,1.0
12,19,0.278165,-1.76173,-0.0963279,1.0
12,36,0.690535,0.0773606,-0.000693631,1.0
13,1,-2.03074,0.435464,-0.0895016,1.0
13,2,-1.34779,-0.904194,-0.0613258,1.0
13,3,-1.85487,2.13257,0.0985902,1.0
13,4,-0.493657,1.54683,0.0252593,1.0
13,5,0.299268,3.11432,0.0161206,1.0
13,6,-2.04456,-2.00589,0.0601806,1.0
13,7,-0.462279,0.330564,0.00449556,1.0
13,8,0.832632,1.38923,0.0165857,1.0
13,9,2.29531,1.13847,-0.005378,1.0
13,12,-0.778606,2.4888,-0.0499749,1.0
13,13,1.33164,-1.15636,-0.0579423,1.0
13,14,-0.30533,-2.43207,0.110023,1.0
13,16,-0.339291,-0.464926,0.0931243,1.0
13,18,-2.50167,-0.872504,0.0544349,1.0
13,19,0.252891,-1.73742,-0.086049,1.0
13,36,0.637314,0.104906,-0.00179998,1.0
14,1,-2.02729,0.439965,-0.0656597,1.0
14,2,-1.3825,-0.913949,0.0107176,1.0
14,3,-1.83268,2.10369,-0.0926456,1.0
14,4,-0.490973,1.4623,0.0854631,1.0
14,5,0.327129,3.10273,0.0858292,1.0
14,6,-1.9884,-1.96811,0.0284976,1.0
14,7,-0.434593,0.321789,0.0566196,1.0
14,8,0.782077,1.3668,0.0163147,1.0
14,9,2.34392,1.12061,-0.0868266,1.0
14,12,-0.748134,2.43505,0.0947178,1.0
14,13,1.30775,-1.16246,-0.0786863,1.0
14,14,-0.295273,-2.43418,0.0141926,1.0
14,16,-0.353897,-0.463319,-0.0549361,1.0
14,18,-2.5303,-0.894456,0.0484711,1.0
14,19,0.224987,-1.71116,-0.0773592,1.0
14,36,0.60282,0.131919,-0.00421117,1.0
15,1,-2.01393,0.449765,-0.0399513,1.0
15,2,-1.40328,-0.920382,0.0846922,1.0
15,3,-1.81533,2.06614,-0.0855613,1.0
15,4,-0.49015,1.37547,-0.054922,1.0
15,5,0.361028,3.08695,-0.0461533,1.0
15,6,-1.92353,-1.94488,-0.00274398,1.0
15,7,-0.421322,0.306396,-0.0894861,1.0
15,8,0.735215,1.3523,0.0152724,1.0
15,9,2.38416,1.10031,0.0338474,1.0
15,12,-0.7143,2.38874,0.0383432,1.0
15,13,1.28763,-1.16123,-0.0990825,1.0
15,14,-0.289931,-2.43923,-0.0792936,1.0
15,16,-0.369445,-0.464051,-0.00464727,1.0
15,18,-2.57029,-0.907592,0.0438246,1.0
15,19,0.194798,-1.68297,-0.0666559,1.0
15,36,0.587281,0.155271,-0.0054225,1.0
16,1,-1.98948,0.463679,-0.0152318,1.0
16,2,-1.40634,-0.91994,-0.043359,1.0
16,3,-1.80197,2.02071,-0.0792257,1.0
16,4,-0.493009,1.28463,0.00288459,1.0
16,5,0.398946,3.06649,0.0238858,1.0
16,6,-1.85165,-1.93915,-0.0361205,1.0
16,7,-0.418795,0.281001,-0.0355482,1.0
16,8,0.691064,1.34989,0.0140997,1.0
16,9,2.41491,1.07896,-0.043511,1.0
16,12,-0.676139,2.35102,-0.01744,1.0
16,13,1.27449,-1.15366,0.082313,1.0
16,18,-2.61744,-0.910885,0.0404223,1.0
16,19,0.158878,-1.65259,-0.0551348,1.0
16,36,0.585582,0.17012,-0.00370971,1.0
16,21,1.87884,0.998695,0.000552907,1.0
17,1,-1.95437,0.477463,0.00700532,1.0
17,2,-1.38692,-0.904979,0.0277981,1.0
17,3,-1.79586,1.96741,-0.0736008,1.0
17,4,-0.504681,1.19204,0.05974,1.0
17,5,0.442736,3.04298,0.095148,1.0
17,6,-1.77266,-1.95209,0.127025,1.0
17,7,-0.423654,0.244062,0.0161168,1.0
17,8,0.647991,1.362,0.0139193,1.0
17,9,2.43832,1.05673,0.0748794,1.0
17,12,-0.635528,2.31819,0.127199,1.0
17,13,1.26882,-1.13864,0.063684,1.0
17,18,-2.668,-0.906669,0.0362787,1.0
17,19,0.112647,-1.62198,-0.0415798,1.0
17,36,0.592183,0.169502,-0.00141918,1.0
17,21,1.88155,0.989612,0.00312682,1.0
18,1,-1.90997,0.489595,0.0290015,1.0
18,2,-1.3481,-0.875448,0.0998533,1.0
18,3,-1.79063,1.90686,-0.0696979,1.0
18,4,-0.527328,1.09455,-0.0806695,1.0
18,5,0.492273,3.01756,-0.031466,1.0
18,6,-1.68697,-1.979,0.088828,1.0
18,7,-0.434946,0.195387,0.0665327,1.0
18,8,0.607634,1.38856,0.0159378,1.0
18,9,2.45283,1.03114,-0.00675092,1.0
18,12,-0.591593,2.28976,0.0731137,1.0
18,13,1.26692,-1.11867,0.0451409,1.0
18,18,-2.71708,-0.898277,0.0309131,1.0
18,19,0.0580898,-1.59368,-0.0263193,1.0
18,36,0.607241,0.154337,0.00229069,1.0
18,21,1.88529,0.975795,0.00761906,1.0
19,1,-1.86196,0.498326,0.0479058,1.0
19,2,-1.29828,-0.836432,-0.0297003,1.0
19,3,-1.78456,1.84201,-0.0663262,1.0
19,4,-0.557648,0.994722,-0.0266777,1.0
19,5,0.546384,2.99017,0.0437688,1.0
19,6,-1.59664,-2.01572,0.0512893,1.0
19,7,-0.449749,0.137625,-0.0820859,1.0
19,8,0.573023,1.42639,0.0212126,1.0
19,9,2.45814,1.00512,-0.0885725,1.0
19,12,-0.544933,2.26445,0.0188504,1.0
19,13,1.2657,-1.09174,0.0253078,1.0
19,18,-2.76383,-0.886888,0.0273489,1.0
19,19,-0.00456886,-1.56358,-0.00969355,1.0
19,36,0.631481,0.126577,0.0067043,1.0
19,21,1.8905,0.957992,0.012046,1.0
20,1,-1.81479,0.501433,0.0657938,1.0
20,2,-1.24664,-0.789982,0.039897,1.0
20,3,-1.77974,1.77514,-0.0624854,1.0
20,4,-0.59289,0.890011,0.0259108,1.0
20,5,0.604117,2.95915,-0.0789493,1.0
20,6,-1.50078,-2.05801,0.00969127,1.0
20,7,-0.466832,0.0773295,-0.0320144,1.0
20,8,0.546964,1.47118,0.0265951,1.0
20,9,2.45519,0.976291,0.0283913,1.0
20,12,-0.500726,2.24418,-0.0343459,1.0
20,13,1.26549,-1.06445,0.00372324,1.0
20,18,-2.80228,-0.872299,0.0237131,1.0
20,19,-0.0711091,-1.52945,-0.191603,1.0
20,36,0.665222,0.093,0.0104868,1.0
20,21,1.89393,0.935983,0.0179253,1.0
21,1,-1.77207,0.495409,0.0844235,1.0
21,2,-1.19594,-0.74325,-0.0878282,1.0
21,3,-1.77568,1.71154,-0.0582999,1.0
21,4,-0.625884,0.784068,0.0796638,1.0
21,5,0.664588,2.92692,0.000901554,1.0
21,6,-1.4001,-2.1043,-0.0346925,1.0
21,7,-0.479637,0.0198551,0.0155679,1.0
21,8,0.530539,1.51562,0.0343428,1.0
21,9,2.44194,0.94261,-0.0545778,1.0
21,12,-0.465033,2.22695,-0.0876551,1.0
21,13,1.26599,-1.03877,-0.0188758,1.0
21,18,-2.82837,-0.853987,0.0215269,1.0
21,19,-0.136958,-1.49502,0.0268716,1.0
21,36,0.704186,0.0601503,0.0117785,1.0
21,21,1.89265,0.909333,0.0230623,1.0
22,1,-1.73689,0.479686,-0.0955879,1.0
22,2,-1.15242,-0.700018,-0.0152106,1.0
22,3,-1.77263,1.6551,-0.0578922,1.0
22,4,-0.649495,0.679522,-0.0665721,1.0
22,5,0.729981,2.8964,0.0801139,1.0
22,6,-1.30094,-2.15314,0.121464,1.0
22,7,-0.488741,-0.0341962,0.0627052,1.0
22,8,0.526505,1.55469,0.0416632,1.0
22,9,2.4187,0.908159,0.063757,1.0
22,12,-0.439925,2.20854,0.0591641,1.0
22,13,1.26754,-1.01781,-0.0380283,1.0
22,18,-2.84118,-0.832463,0.0191063,1.0
22,19,-0.194457,-1.46093,-0.153868,1.0
22,36,0.747129,0.0357419,0.0116244,1.0
22,21,1.88572,0.881374,0.0280783,1.0
23,1,-1.71693,0.454317,-0.0765324,1.0
23,2,-1.12064,-0.664621,0.0563761,1.0
23,3,-1.76617,1.60519,-0.0586616,1.0
23,4,-0.655712,0.581139,-0.0110644,1.0
23,5,0.800138,2.86776,-0.0431794,1.0
23,6,-1.20399,-2.19817,0.081743,1.0
23,7,-0.493113,-0.0833901,-0.0877722,1.0
23,8,0.528922,1.58196,0.0498819,1.0
23,9,2.38677,0.872658,-0.0202249,1.0
23,12,-0.425962,2.19064,0.00514959,1.0
23,13,1.26848,-1.00265,-0.0580028,1.0
23,18,-2.84067,-0.81068,0.0175216,1.0
23,19,-0.237072,-1.43126,-0.135987,1.0
23,36,0.790337,0.0207586,0.0103469,1.0
23,21,1.87358,0.852535,0.0360099,1.0
24,1,-1.71317,0.4226,-0.057468,1.0
24,2,-1.10081,-0.638022,-0.0682715,1.0
24,3,-1.75535,1.5625,-0.0618837,1.0
24,4,-0.645287,0.491133,0.0479883,1.0
24,5,0.875559,2.8427,0.0331002,1.0
24,6,-1.10784,-2.24696,0.043663,1.0
24,7,-0.488871,-0.127555,-0.039336,1.0
24,8,0.539142,1.59319,0.056027,1.0
24,9,2.34461,0.833815,0.0940484,1.0
24,12,-0.423775,2.17269,-0.0496487,1.0
24,13,1.26962,-0.994591,-0.0785381,1.0
24,18,-2.82559,-0.786505,0.018011,1.0
24,19,-0.259191,-1.40405,0.0838028,1.0
24,36,0.82954,0.0156445,0.0108354,1.0
24,21,1.85738,0.821823,0.044294,1.0
25,1,-1.72661,0.38701,-0.0407841,1.0
25,2,-1.09123,-0.629079,0.0104273,1.0
25,3,-1.74043,1.52768,-0.0674259,1.0
25,4,-0.610744,0.412121,-0.0908861,1.0
25,5,0.949746,2.82004,-0.091446,1.0
25,6,-1.01463,-2.30174,0.00537741,1.0
25,7,-0.478771,-0.16686,0.00460932,1.0
25,8,0.555972,1.58473,0.0602961,1.0
25,9,2.2943,0.79353,0.00666517,1.0
25,12,-0.432797,2.15644,0.0929085,1.0
25,13,1.27158,-0.994628,-0.0987887,1.0
25,18,-2.79622,-0.762007,0.0178435,1.0
25,19,-0.259434,-1.38067,-0.0949988,1.0
25,36,0.861197,0.0180718,0.0110145,1.0
25,21,1.83905,0.791281,0.0524672,1.0
26,1,-1.75575,0.348498,-0.0255802,1.0
26,2,-1.08876,-0.635124,-0.108919,1.0
26,3,-1.7197,1.49918,-0.0775337,1.0
26,4,-0.553523,0.349926,-0.0305081,1.0
26,5,1.0238,2.79696,-0.0180315,1.0
26,6,-0.926185,-2.36056,0.167207,1.0
26,7,-0.463913,-0.197926,0.0487482,1.0
26,8,0.578287,1.55801,0.0643389,1.0
26,9,2.23599,0.753495,-0.0829082,1.0
26,12,-0.451532,2.14367,0.0338415,1.0
26,13,1.27384,-1.00379,0.082214,1.0
26,18,-2.75387,-0.73375,0.0187559,1.0
26,19,-0.237261,-1.36531,-0.077342,1.0
26,36,0.884101,0.0271407,0.0107232,1.0
26,21,1.82303,0.766284,0.0600959,1.0
27,1,-1.79821,0.307468,-0.00777142,1.0
27,2,-1.09603,-0.658305,-0.0285338,1.0
27,3,-1.6952,1.47783,-0.0917953,1.0
27,4,-0.479364,0.299578,0.0289349,1.0
27,5,1.09589,2.77246,0.0517813,1.0
27,6,-0.842171,-2.4208,-0.0696161,1.0
27,7,-0.442691,-0.216635,0.0961841,1.0
27,8,0.604708,1.51731,0.0684502,1.0
27,9,2.16824,0.714983,0.0250447,1.0
27,12,-0.47901,2.13245,-0.0259844,1.0
27,13,1.27626,-1.02504,0.062948,1.0
27,18,-2.70265,-0.7058,0.0182452,1.0
27,19,-0.196078,-1.35552,-0.0621599,1.0
27,36,0.897248,0.038852,0.00860304,1.0
27,21,1.80948,0.746383,0.0691016,1.0
28,1,-1.84814,0.266886,0.0136972,1.0
28,2,-1.11292,-0.699505,0.0495029,1.0
28,3,-1.66526,1.45959,0.0907678,1.0
28,4,-0.394654,0.259395,0.0921121,1.0
28,5,1.16463,2.74676,-0.0802716,1.0
28,6,-0.760187,-2.48421,0.0975811,1.0
28,7,-0.420207,-0.220597,-0.0528651,1.0
28,8,0.631119,1.46501,0.0748798,1.0
28,9,2.09191,0.678277,-0.0680988,1.0
28,12,-0.506615,2.12292,-0.0842749,1.0
28,13,1.27943,-1.05483,0.04518,1.0
28,18,-2.64889,-0.679386,0.016365,1.0
28,19,-0.136462,-1.35431,-0.0490415,1.0
28,36,0.898208,0.0485465,0.00465328,1.0
28,21,1.79956,0.732038,0.0806346,1.0
29,1,-1.89485,0.231601,0.0376308,1.0
29,2,-1.141,-0.757726,-0.0710855,1.0
29,3,-1.63029,1.44366,0.0718572,1.0
29,4,-0.308455,0.227715,-0.0450291,1.0
29,5,1.22574,2.71885,-0.0147333,1.0
29,6,-0.679439,-2.54608,0.0647914,1.0
29,7,-0.398267,-0.207789,-0.00333874,1.0
29,8,0.653467,1.40793,0.0806591,1.0
29,9,2.01094,0.64479,0.0393854,1.0
29,12,-0.52895,2.11808,0.0606723,1.0
29,13,1.28265,-1.0923,0.0280153,1.0
29,18,-2.59393,-0.653981,0.0139821,1.0
29,19,-0.0608852,-1.36488,-0.0335985,1.0
29,36,0.890283,0.0539994,0.000876044,1.0
29,21,1.79459,0.72177,0.0909777,1.0
30,1,-1.93348,0.205577,0.0584687,1.0
30,2,-1.18126,-0.830021,0.00801629,1.0
30,3,-1.59432,1.42706,0.0528262,1.0
30,4,-0.228869,0.202414,0.0182722,1.0
30,5,1.28341,2.68772,0.0501594,1.0
30,6,-0.598715,-2.60507,0.0333562,1.0
30,7,-0.375891,-0.177755,0.0449734,1.0
30,8,0.668385,1.35213,0.087882,1.0
30,9,1.93051,0.612137,-0.0521129,1.0
30,12,-0.546242,2.11548,0.00454739,1.0
30,13,1.28732,-1.1322,0.0110544,1.0
30,18,-2.53857,-0.635628,0.0122629,1.0
30,19,0.0262593,-1.3813,-0.0157154,1.0
30,36,0.876123,0.0511259,-0.00370726,1.0
30,21,1.79702,0.713502,-0.0995987,1.0
31,1,-1.96305,0.188987,0.0796279,1.0
31,2,-1.22188,-0.910554,0.0875567,1.0
31,3,-1.55493,1.41174,0.0346507,1.0
31,4,-0.1625,0.18063,0.0822262,1.0
31,5,1.33649,2.65117,-0.0846154,1.0
31,6,-0.517741,-2.66088,0.00108225,1.0
31,8,0.675603,1.30218,0.094818,1.0
31,12,-0.557601,2.11436,-0.0545383,1.0
31,13,1.29667,-1.17378,-0.0054562,1.0
31,18,-2.4841,-0.626925,0.0111252,1.0
31,19,0.111996,-1.39471,0.0022608,1.0
31,36,0.856415,0.0348972,-0.0103905,1.0
31,21,1.80704,0.707617,-0.0903633,1.0
31,22,1.25905,-1.84694,0.000779337,1.0
32,1,-1.98034,0.180126,0.102542,1.0
32,2,-1.25066,-0.997324,-0.0335913,1.0
32,3,-1.51325,1.39645,0.0160683,1.0
32,4,-0.11492,0.158177,-0.0522434,1.0
32,5,1.38449,2.6117,-0.0180864,1.0
32,6,-0.433439,-2.71312,0.168176,1.0
32,8,0.672226,1.26276,-0.0935684,1.0
32,12,-0.561158,2.11806,0.0872727,1.0
32,13,1.31533,-1.21473,-0.0210441,1.0
32,18,-2.4372,-0.62484,0.00763477,1.0
32,19,0.180464,-1.40309,-0.179405,1.0
32,36,0.831774,0.00757012,-0.0147865,1.0
32,21,1.82745,0.703868,-0.0813927,1.0
32,22,1.2657,-1.85003,0.00344458,1.0
33,1,-1.98886,0.177022,-0.0756911,1.0
33,2,-1.2624,-1.08731,0.0455508,1.0
33,3,-1.4715,1.37741,-0.0025327,1.0
33,4,-0.0832721,0.133393,0.0122238,1.0
33,5,1.42701,2.56673,0.0495916,1.0
33,6,-0.346511,-2.76001,-0.0647116,1.0
33,8,0.661429,1.23628,-0.0807338,1.0
33,12,-0.555183,2.12523,0.0275144,1.0
33,13,1.34652,-1.25373,-0.0349091,1.0
33,18,-2.39484,-0.627028,0.00295911,1.0
33,19,0.225269,-1.40296,0.0381331,1.0
33,36,0.804799,-0.0306639,-0.0167825,1.0
33,21,1.85695,0.702303,-0.0737656,1.0
33,22,1.27516,-1.85622,0.00557096,1.0
34,1,-1.98782,0.17904,-0.0532766,1.0
34,2,-1.25533,-1.18038,-0.0767331,1.0
34,3,-1.4298,1.35106,-0.0208243,1.0
34,4,-0.0669426,0.104668,0.0756729,1.0
34,5,1.46391,2.5173,-0.0814726,1.0
34,6,-0.259434,-2.80221,0.103966,1.0
34,8,0.64426,1.22256,-0.0698407,1.0
34,12,-0.537081,2.13747,-0.03451,1.0
34,13,1.38666,-1.29087,-0.0485806,1.0
34,18,-2.35832,-0.6326,-0.00151946,1.0
34,19,0.243348,-1.39651,-0.14195,1.0
34,36,0.773336,-0.0776216,-0.0211368,1.0
34,21,1.89121,0.702258,-0.0695099,1.0
34,22,1.29057,-1.8668,0.00700173,1.0
35,1,-1.97593,0.180968,-0.0324866,1.0
35,2,-1.23126,-1.27532,0.0012998,1.0
35,3,-1.38555,1.31842,-0.0366566,1.0
35,4,-0.0628213,0.0736663,-0.0606285,1.0
35,5,1.49105,2.46384,-0.0120739,1.0
35,6,-0.17009,-2.84137,0.0729979,1.0
35,8,0.621263,1.22085,-0.0636619,1.0
35,12,-0.508581,2.15664,0.102921,1.0
35,13,1.43602,-1.3267,-0.0625747,1.0
35,18,-2.32476,-0.643287,-0.00565471,1.0
